Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate3  15uM CNO(000)(000)_NeuralEventDetector_LFPneuralMetrics.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,16253.000000,17666.500000,17418.750000,9463.500000,13496.166667,13390.500000,14799.750000,14693.166667,
B SEM,2876.312799,1800.894098,1885.934971,1367.508747,2281.906409,2573.345104,1828.017228,2918.893350,
B Replicates,18728.000000,21610.000000,17540.000000,831.000000,17243.000000,15686.000000,5813.000000,20939.000000,
,7720.000000,17024.000000,11589.000000,6953.000000,4777.000000,7522.000000,12557.000000,6149.000000,
,6688.000000,18632.000000,18858.000000,6045.000000,10346.000000,2122.000000,18893.000000,10799.000000,
,6837.000000,12197.000000,6702.000000,12581.000000,5049.000000,2858.000000,22252.000000,6969.000000,
,13175.000000,23788.000000,26322.000000,13207.000000,10130.000000,4542.000000,11457.000000,10751.000000,
,6206.000000,5615.000000,12690.000000,10459.000000,12024.000000,14022.000000,10138.000000,11582.000000,
,9756.000000,18336.000000,12128.000000,13989.000000,11506.000000,16002.000000,19605.000000,10097.000000,
,27529.000000,15730.000000,27255.000000,15230.000000,12187.000000,9353.000000,7266.000000,5993.000000,
,16453.000000,27828.000000,19491.000000,11614.000000,16345.000000,27394.000000,14986.000000,38156.000000,
,32655.000000,13781.000000,21755.000000,13377.000000,33876.000000,30256.000000,17405.000000,20616.000000,
,33109.000000,24802.000000,23225.000000,6803.000000,20247.000000,13801.000000,26809.000000,27580.000000,
,16180.000000,12655.000000,11470.000000,2473.000000,8224.000000,17128.000000,10416.000000,6687.000000,


    Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,3.386042,3.680521,3.628906,1.971563,2.811701,2.789687,3.083281,3.061077,
B SEM,0.599232,0.375186,0.392903,0.284898,0.475397,0.536114,0.380837,0.608103,
B Replicates,3.901667,4.502083,3.654167,0.173125,3.592292,3.267917,1.211042,4.362292,
,1.608333,3.546667,2.414375,1.448542,0.995208,1.567083,2.616042,1.281042,
,1.393333,3.881667,3.928750,1.259375,2.155417,0.442083,3.936042,2.249792,
,1.424375,2.541042,1.396250,2.621042,1.051875,0.595417,4.635833,1.451875,
,2.744792,4.955833,5.483750,2.751458,2.110417,0.946250,2.386875,2.239792,
,1.292917,1.169792,2.643750,2.178958,2.505000,2.921250,2.112083,2.412917,
,2.032500,3.820000,2.526667,2.914375,2.397083,3.333750,4.084375,2.103542,
,5.735208,3.277083,5.678125,3.172917,2.538958,1.948542,1.513750,1.248542,
,3.427708,5.797500,4.060625,2.419583,3.405208,5.707083,3.122083,7.949167,
,6.803125,2.871042,4.532292,2.786875,7.057500,6.303333,3.626042,4.295000,
,6.897708,5.167083,4.838542,1.417292,4.218125,2.875208,5.585208,5.745833,
