Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate1  15 uM CNO(000)(000)_NeuralEventDetector_LFPneuralMetrics.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,11956.916667,23125.500000,17985.500000,11825.250000,14052.083333,14112.583333,14827.166667,12060.500000,
B SEM,3463.068241,4402.982688,4238.717560,1780.525378,3488.957276,3712.701456,1720.037014,3489.345140,
B Replicates,13535.000000,17451.000000,45332.000000,11634.000000,12635.000000,34514.000000,4263.000000,8723.000000,
,23803.000000,10088.000000,47088.000000,18430.000000,42571.000000,40406.000000,17957.000000,13322.000000,
,10596.000000,24412.000000,17533.000000,10102.000000,5292.000000,2586.000000,14910.000000,14824.000000,
,9415.000000,8838.000000,20377.000000,21228.000000,29863.000000,4676.000000,20119.000000,47798.000000,
,3452.000000,32401.000000,8299.000000,15009.000000,5783.000000,9379.000000,26874.000000,4887.000000,
,3402.000000,8223.000000,12409.000000,19033.000000,3201.000000,4504.000000,9907.000000,3790.000000,
,11503.000000,10290.000000,8767.000000,6225.000000,19649.000000,7354.000000,14185.000000,16421.000000,
,45077.000000,43752.000000,20569.000000,3858.000000,7560.000000,6386.000000,15240.000000,6423.000000,
,9158.000000,32338.000000,4188.000000,9669.000000,8580.000000,15920.000000,15024.000000,6452.000000,
,4077.000000,45043.000000,7246.000000,16639.000000,14853.000000,18666.000000,17983.000000,8517.000000,
,7466.000000,40858.000000,21421.000000,6848.000000,17374.000000,23448.000000,14451.000000,11217.000000,
,1999.000000,3812.000000,2597.000000,3228.000000,1264.000000,1512.000000,7013.000000,2352.000000,


    Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,2.491024,4.817812,3.746979,2.463594,2.927517,2.940122,3.088993,2.512604,
B SEM,0.721473,0.917288,0.883066,0.370943,0.726866,0.773480,0.358341,0.726947,
B Replicates,2.819792,3.635625,9.444167,2.423750,2.632292,7.190417,0.888125,1.817292,
,4.958958,2.101667,9.810000,3.839583,8.868958,8.417917,3.741042,2.775417,
,2.207500,5.085833,3.652708,2.104583,1.102500,0.538750,3.106250,3.088333,
,1.961458,1.841250,4.245208,4.422500,6.221458,0.974167,4.191458,9.957917,
,0.719167,6.750208,1.728958,3.126875,1.204792,1.953958,5.598750,1.018125,
,0.708750,1.713125,2.585208,3.965208,0.666875,0.938333,2.063958,0.789583,
,2.396458,2.143750,1.826458,1.296875,4.093542,1.532083,2.955208,3.421042,
,9.391042,9.115000,4.285208,0.803750,1.575000,1.330417,3.175000,1.338125,
,1.907917,6.737083,0.872500,2.014375,1.787500,3.316667,3.130000,1.344167,
,0.849375,9.383958,1.509583,3.466458,3.094375,3.888750,3.746458,1.774375,
,1.555417,8.512083,4.462708,1.426667,3.619583,4.885000,3.010625,2.336875,
,0.416458,0.794167,0.541042,0.672500,0.263333,0.315000,1.461042,0.490000,


    ISI Coefficient of Variation - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.449475,7.441286,8.116254,7.986319,6.549065,6.882053,6.008118,8.222563,
B SEM,0.679534,0.516521,0.569513,0.766791,0.219279,0.327159,0.272889,0.880195,
B Replicates,9.462752,3.896925,5.840343,4.282215,6.425943,5.325849,7.670580,8.043913,
,5.260386,8.774565,7.782578,10.266327,7.292026,7.530796,7.337696,5.138068,
,9.347434,5.619685,8.645972,6.713328,6.416479,7.761483,5.297830,8.117245,
,5.496745,7.563146,9.051801,7.432467,5.700920,9.023754,5.423670,7.194488,
,5.667234,6.648019,11.682581,11.472191,5.685037,6.523802,5.486745,9.094539,
,9.140095,7.575389,6.569508,5.288477,5.691141,7.694839,6.469495,11.422252,
,5.609297,8.019452,5.990027,4.846665,7.937216,7.907426,6.053842,10.298616,
,7.563545,9.140456,7.507181,9.998134,7.371595,6.024736,6.168968,7.893704,
,5.745237,5.515957,10.214694,5.466815,7.297631,7.154646,5.926042,15.390258,
,8.062559,8.373146,10.783057,11.150628,5.951005,6.176930,4.178355,5.067531,
,12.696847,10.444564,6.103179,10.627901,6.415918,5.980164,5.502460,5.765709,
,5.341571,7.724124,7.224128,8.290684,6.403870,5.480215,6.581729,5.244431,


    Network ISI Coefficient of Variation
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,18.838678,20.689507,19.171325,15.649073,17.647704,16.595797,12.786466,16.672732,
B SEM,2.192461,1.492569,1.895050,2.577126,0.891260,1.889875,1.534136,2.220226,
B Replicates,27.255652,10.388467,15.831842,8.724380,11.386571,14.381545,9.376260,15.709796,
,3.113028,25.249501,22.250800,26.039659,20.767267,21.660686,20.842008,14.279590,
,16.082277,16.018799,24.170610,18.314064,18.742906,19.429217,7.844583,23.144319,
,15.746235,22.358826,26.014615,18.840125,16.560061,27.352867,15.371982,20.180685,
,14.416605,16.272062,24.368079,5.288527,16.963679,7.837064,5.471630,25.008709,
,27.202064,20.610876,17.117274,15.053724,17.196290,7.957842,17.755936,4.044698,
,16.598160,23.482055,11.099306,4.078586,21.654409,21.652285,8.782932,29.275579,
,21.835210,26.024775,4.095694,9.617782,21.344533,17.414635,16.604526,23.564529,
,16.807913,15.747797,26.079567,15.197172,19.427111,20.587380,16.884500,12.080873,
,20.665041,23.912307,21.838215,31.757671,15.081947,17.946784,11.968476,6.623836,
,31.851671,27.888839,17.494175,26.367296,18.547702,17.345621,5.260850,11.253110,
,14.490278,20.319786,19.695724,8.509887,14.099978,5.583644,17.273914,14.907064,


    Fano Factor
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,32.776001,31.624956,36.365129,32.366788,21.071234,25.050631,19.440465,33.945013,
B SEM,8.193795,5.038967,6.173075,4.578788,1.866023,2.793920,2.435160,5.981133,
B Replicates,31.886023,6.732065,12.955089,14.395222,22.032405,10.080185,33.716722,43.443829,
,15.852838,30.352402,18.741878,31.487724,18.527499,19.779535,25.559642,9.752987,
,24.965756,16.565859,48.673516,23.167056,30.627457,38.123695,15.059474,18.554128,
,16.592838,31.880219,31.895794,33.743450,8.946463,32.085931,12.070718,8.018083,
,27.456728,21.075730,28.366721,60.140446,17.705835,23.541661,14.250326,37.094200,
,30.941106,29.902005,17.064261,10.759834,14.298593,41.791984,20.681152,49.785443,
,22.805421,34.758527,21.823702,13.523889,26.372945,31.643137,25.751792,53.479200,
,24.460362,56.509331,59.120805,45.469814,25.207428,22.877464,16.778105,63.631632,
,22.133774,7.162436,69.295848,24.118010,20.132108,15.035185,13.204650,65.179358,
,33.626374,33.435330,73.398998,35.827811,15.773546,15.503716,6.875889,16.961728,
,121.147578,58.061014,16.988523,43.974896,23.369278,20.835566,16.266742,20.564221,
,21.443220,53.064551,38.056418,51.793307,29.861254,29.309510,33.070368,20.875346,


    Number of Active Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.916667,8.000000,7.916667,7.833333,7.750000,8.000000,8.000000,7.916667,
B SEM,0.083333,0.000000,0.083333,0.112367,0.179435,0.000000,0.000000,0.083333,
B Replicates,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,8.000000,7.000000,8.000000,6.000000,8.000000,8.000000,7.000000,


    Weighted Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,2.495982,4.817812,3.753241,2.507490,2.982807,2.940122,3.088993,2.517664,
B SEM,0.720192,0.917288,0.881019,0.367597,0.733361,0.773480,0.358341,0.725684,
B Replicates,2.819792,3.635625,9.444167,2.767381,2.632292,7.190417,0.888125,1.817292,
,4.958958,2.101667,9.810000,3.839583,8.868958,8.417917,3.741042,2.775417,
,2.207500,5.085833,3.652708,2.104583,1.102500,0.538750,3.106250,3.088333,
,1.961458,1.841250,4.245208,4.422500,6.221458,0.974167,4.191458,9.957917,
,0.719167,6.750208,1.728958,3.126875,1.204792,1.953958,5.598750,1.018125,
,0.708750,1.713125,2.585208,3.965208,0.666875,0.938333,2.063958,0.789583,
,2.396458,2.143750,1.826458,1.480000,4.677857,1.532083,2.955208,3.421042,
,9.391042,9.115000,4.285208,0.803750,1.575000,1.330417,3.175000,1.338125,
,1.907917,6.737083,0.872500,2.014375,1.787500,3.316667,3.130000,1.344167,
,0.849375,9.383958,1.509583,3.466458,3.094375,3.888750,3.746458,1.774375,
,1.555417,8.512083,4.462708,1.426667,3.619583,4.885000,3.010625,2.336875,
,0.475952,0.794167,0.616190,0.672500,0.342500,0.315000,1.461042,0.550714,


    Number of Bursts
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
