Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate1  20 uM CNO(000)(000)_NeuralEventDetector_LFPneuralMetrics.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,13138.666667,19989.916667,15446.500000,10707.583333,12490.416667,12924.000000,14362.583333,10646.750000,
B SEM,3544.692929,4051.220475,3321.439615,1754.960711,3324.226876,3521.277742,1861.058861,3490.598809,
B Replicates,9744.000000,16786.000000,22725.000000,9108.000000,8236.000000,31971.000000,2730.000000,5115.000000,
,26803.000000,8010.000000,43914.000000,19216.000000,41332.000000,38125.000000,15472.000000,9397.000000,
,11044.000000,19880.000000,20502.000000,11397.000000,5310.000000,2154.000000,15775.000000,14059.000000,
,8559.000000,5595.000000,13281.000000,16272.000000,25886.000000,2272.000000,22270.000000,46364.000000,
,4050.000000,29152.000000,7363.000000,15442.000000,5913.000000,6901.000000,27124.000000,4507.000000,
,3664.000000,7683.000000,10005.000000,19102.000000,2802.000000,7007.000000,15756.000000,4786.000000,
,9002.000000,9224.000000,9415.000000,4079.000000,14714.000000,7742.000000,13100.000000,17267.000000,
,45045.000000,47915.000000,21012.000000,4220.000000,4967.000000,6079.000000,10555.000000,4809.000000,
,10258.000000,26965.000000,3500.000000,8526.000000,6858.000000,10711.000000,12906.000000,4061.000000,
,7107.000000,26004.000000,9622.000000,14123.000000,15519.000000,17150.000000,16280.000000,9011.000000,
,20554.000000,38448.000000,22010.000000,2792.000000,16795.000000,23471.000000,14353.000000,6370.000000,
,1834.000000,4217.000000,2009.000000,4214.000000,1553.000000,1505.000000,6030.000000,2015.000000,


    Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,2.737222,4.164566,3.218021,2.230747,2.602170,2.692500,2.992205,2.218073,
B SEM,0.738478,0.844004,0.691967,0.365617,0.692547,0.733600,0.387721,0.727208,
B Replicates,2.030000,3.497083,4.734375,1.897500,1.715833,6.660625,0.568750,1.065625,
,5.583958,1.668750,9.148750,4.003333,8.610833,7.942708,3.223333,1.957708,
,2.300833,4.141667,4.271250,2.374375,1.106250,0.448750,3.286458,2.928958,
,1.783125,1.165625,2.766875,3.390000,5.392917,0.473333,4.639583,9.659167,
,0.843750,6.073333,1.533958,3.217083,1.231875,1.437708,5.650833,0.938958,
,0.763333,1.600625,2.084375,3.979583,0.583750,1.459792,3.282500,0.997083,
,1.875417,1.921667,1.961458,0.849792,3.065417,1.612917,2.729167,3.597292,
,9.384375,9.982292,4.377500,0.879167,1.034792,1.266458,2.198958,1.001875,
,2.137083,5.617708,0.729167,1.776250,1.428750,2.231458,2.688750,0.846042,
,1.480625,5.417500,2.004583,2.942292,3.233125,3.572917,3.391667,1.877292,
,4.282083,8.010000,4.585417,0.581667,3.498958,4.889792,2.990208,1.327083,
,0.382083,0.878542,0.418542,0.877917,0.323542,0.313542,1.256250,0.419792,


    ISI Coefficient of Variation - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,6.934812,7.114424,7.373447,7.468728,6.562270,6.575378,5.869096,9.088386,
B SEM,0.306645,0.527198,0.349643,0.649368,0.330671,0.347809,0.300033,0.780931,
B Replicates,7.687679,3.617598,8.049568,4.586999,5.626139,5.549209,6.791948,8.568676,
,5.325970,7.925410,7.415981,9.597944,7.028755,7.269514,7.999398,15.018235,
,6.808821,5.176104,7.103907,5.601081,8.879805,7.725841,5.282144,7.418532,
,5.887460,8.416336,6.899062,8.234204,5.452018,8.804001,5.268948,7.220661,
,6.827627,6.415109,9.630973,7.743625,8.412231,6.066581,5.211988,8.399610,
,9.434398,7.313001,5.974014,5.203300,5.263435,7.010636,5.467903,11.989372,
,7.256799,6.586614,7.153609,5.135633,6.956798,7.417675,6.090754,10.129915,
