Input File,Display Name,File Name
Baseline,B,Div13 H11 5th batch of gRNAs plate1(000)(000).csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,Mean Firing Rate (Hz),0


Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,6.427611,7.743716,6.875018,5.641112,5.633047,3.406071,7.223956,11.140134,
B SEM,0.580570,1.324115,0.948113,0.481041,1.015779,0.398169,0.563967,1.800463,
B Replicates,7.872434,4.239422,4.122958,4.905530,4.841433,3.240679,5.293884,6.206954,
,10.326142,5.999581,13.354629,8.089024,15.796188,4.666108,6.292836,14.866150,
,6.905111,3.650817,9.825304,2.966276,7.362380,3.279640,9.572266,8.841433,
,5.446167,6.727482,11.246334,6.090490,2.655635,3.416213,8.855467,25.128404,
,6.550063,5.211772,6.428362,5.643067,3.533305,1.752618,8.246125,13.221408,
,7.501885,7.086301,8.001676,9.082949,3.928362,3.907206,8.273984,15.678886,
,6.109342,9.457687,3.796816,5.103058,6.315249,0.957478,5.204441,8.246544,
,3.657939,16.745287,2.413280,4.868664,2.222874,2.500209,8.823628,10.103687,
,4.810641,8.389401,4.360704,6.047549,4.731881,4.882070,8.978844,16.412861,
,9.016967,16.677838,6.962505,4.015710,5.557604,2.334311,8.209468,7.950147,
,4.652493,5.871387,7.123377,4.721198,5.252618,4.165899,5.240260,3.578341,
,4.282153,2.867616,4.864265,6.159824,5.399036,5.770423,3.696271,3.446795,


Number of Active Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.916667,7.916667,8.000000,7.916667,8.000000,7.916667,8.000000,8.000000,
B SEM,0.083333,0.083333,0.000000,0.083333,0.000000,0.083333,0.000000,0.000000,
B Replicates,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,8.000000,7.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,


Weighted Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,6.549843,7.815100,6.875018,5.675806,5.633047,3.444915,7.223956,11.140134,
B SEM,0.662301,1.317474,0.948113,0.464469,1.015779,0.398942,0.563967,1.800463,
B Replicates,7.872434,4.239422,4.122958,4.905530,4.841433,3.240679,5.293884,6.206954,
,11.792926,6.856185,13.354629,8.089024,15.796188,4.666108,6.292836,14.866150,
,6.905111,3.650817,9.825304,3.382608,7.362380,3.745766,9.572266,8.841433,
,5.446167,6.727482,11.246334,6.090490,2.655635,3.416213,8.855467,25.128404,
,6.550063,5.211772,6.428362,5.643067,3.533305,1.752618,8.246125,13.221408,
,7.501885,7.086301,8.001676,9.082949,3.928362,3.907206,8.273984,15.678886,
,6.109342,9.457687,3.796816,5.103058,6.315249,0.957478,5.204441,8.246544,
,3.657939,16.745287,2.413280,4.868664,2.222874,2.500209,8.823628,10.103687,
