Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate2 basal(000)(000).csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,Mean Firing Rate (Hz),0


Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.104175,0.099352,0.060524,0.204450,0.035468,0.080252,0.044070,0.131094,
B SEM,0.055346,0.019625,0.022184,0.054360,0.028485,0.030722,0.023453,0.034502,
B Replicates,0.103218,0.138529,0.057250,0.001254,0.343920,0.054952,0.001254,0.152110,
,0.068115,0.033640,0.084413,0.060384,0.001463,0.055579,0.003761,0.000209,
,0.199749,0.000209,0.012328,0.083159,0.006268,0.034476,0.024655,0.175930,
,0.054325,0.203301,0.000000,0.311743,0.001672,0.050146,0.000418,0.001463,
,0.041789,0.049728,0.045341,0.243209,0.001254,0.024028,0.052863,0.148140,
,0.000000,0.166318,0.000418,0.063310,0.000627,0.040744,0.000000,0.002089,
,0.000418,0.054325,0.000418,0.002089,0.000000,0.000000,0.029670,0.146887,
,0.053280,0.061220,0.052445,0.255537,0.000418,0.033222,0.000418,0.136231,
,0.043251,0.146051,0.000000,0.083159,0.000000,0.015880,0.002089,0.015671,
,0.000418,0.077309,0.049519,0.316130,0.000000,0.067071,0.057459,0.117008,
,0.000000,0.062683,0.188048,0.602173,0.061638,0.216883,0.066653,0.295027,
,0.685541,0.198913,0.236105,0.431258,0.008358,0.370038,0.289595,0.382365,


Number of Active Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,2.333333,3.000000,1.916667,4.916667,0.916667,2.000000,0.666667,5.083333,
B SEM,0.915633,0.807165,0.847977,0.949149,0.690392,0.825723,0.309773,1.062147,
B Replicates,6.000000,5.000000,2.000000,0.000000,8.000000,2.000000,0.000000,8.000000,
,3.000000,1.000000,2.000000,1.000000,0.000000,2.000000,0.000000,0.000000,
,8.000000,0.000000,1.000000,5.000000,0.000000,0.000000,0.000000,8.000000,
,1.000000,8.000000,0.000000,7.000000,0.000000,1.000000,0.000000,0.000000,
,0.000000,1.000000,0.000000,8.000000,0.000000,0.000000,0.000000,8.000000,
,0.000000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,
,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,8.000000,
,1.000000,1.000000,1.000000,8.000000,0.000000,0.000000,0.000000,5.000000,
,1.000000,5.000000,0.000000,5.000000,0.000000,0.000000,0.000000,1.000000,
,0.000000,2.000000,1.000000,8.000000,0.000000,4.000000,3.000000,7.000000,
,0.000000,1.000000,8.000000,8.000000,3.000000,8.000000,2.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,0.000000,7.000000,1.000000,8.000000,


Weighted Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.197113,0.234156,0.136410,0.270108,0.218206,0.163095,0.653782,0.191760,
B SEM,0.082745,0.045705,0.020817,0.055152,0.125714,0.054071,0.554341,0.029472,
B Replicates,0.120072,0.189887,0.096114,NaN,0.343920,0.087756,NaN,0.152110,
,0.100293,0.267447,0.133723,0.128709,NaN,0.086920,NaN,NaN,
,0.199749,NaN,0.095278,0.109987,NaN,NaN,NaN,0.175930,
,0.083577,0.203301,NaN,0.354606,NaN,0.085249,NaN,NaN,
,NaN,0.314250,NaN,0.243209,NaN,NaN,NaN,0.148140,
,NaN,0.647723,NaN,0.098621,NaN,NaN,NaN,NaN,
,NaN,0.106143,NaN,NaN,NaN,NaN,0.106979,0.146887,
,0.090263,0.215629,0.100293,0.255537,NaN,NaN,NaN,0.180861,
,0.100293,0.202591,NaN,0.099958,NaN,NaN,NaN,0.118679,
,NaN,0.136231,0.105307,0.316130,NaN,0.089845,0.103636,0.125843,
,NaN,0.093606,0.188048,0.602173,0.092492,0.216883,0.087756,0.295027,
,0.685541,0.198913,0.236105,0.492150,NaN,0.411916,2.316757,0.382365,


Number of Bursting Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,5.333333,5.166667,4.583333,6.500000,1.416667,6.333333,2.333333,5.416667,
B SEM,1.137070,1.035969,1.170718,0.883348,0.891529,0.890466,0.940127,1.104113,
B Replicates,8.000000,8.000000,7.000000,0.000000,8.000000,8.000000,0.000000,8.000000,
,8.000000,0.000000,8.000000,8.000000,0.000000,8.000000,1.000000,0.000000,
,8.000000,0.000000,0.000000,8.000000,1.000000,7.000000,4.000000,8.000000,
,8.000000,8.000000,0.000000,7.000000,0.000000,8.000000,0.000000,0.000000,
,8.000000,0.000000,8.000000,8.000000,0.000000,5.000000,8.000000,8.000000,
,0.000000,2.000000,0.000000,8.000000,0.000000,8.000000,0.000000,1.000000,
,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,
,8.000000,7.000000,8.000000,8.000000,0.000000,8.000000,0.000000,8.000000,
,8.000000,8.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,
,0.000000,8.000000,8.000000,8.000000,0.000000,8.000000,6.000000,8.000000,
,0.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,0.000000,8.000000,1.000000,8.000000,


Burst Frequency - Avg (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.004440,0.003833,0.002895,0.007567,0.003831,0.003588,0.015602,0.005270,
B SEM,0.001445,0.000563,0.000650,0.002222,0.001854,0.000935,0.013930,0.000804,
B Replicates,0.003761,0.003343,0.001672,NaN,0.007522,0.002507,NaN,0.005015,
,0.002716,NaN,0.003552,0.001672,NaN,0.002298,0.001672,NaN,
,0.008358,NaN,NaN,0.001880,0.001672,0.001910,0.001672,0.007313,
,0.001672,0.003343,NaN,0.006925,NaN,0.002716,NaN,NaN,
,0.001880,NaN,0.001672,0.005641,NaN,0.002006,0.001672,0.003552,
,NaN,0.006686,NaN,0.003134,NaN,0.002298,NaN,0.001672,
,NaN,0.004346,NaN,NaN,NaN,NaN,NaN,0.005015,
,0.002507,0.002149,0.001672,0.006686,NaN,0.001880,NaN,0.003343,
,0.001672,0.006268,NaN,0.002507,NaN,NaN,NaN,NaN,
,NaN,0.003343,0.001880,0.007522,NaN,0.002716,0.001672,0.004388,
,NaN,0.001672,0.003552,0.016298,0.002298,0.006477,0.001672,0.008358,
,0.012954,0.003343,0.006268,0.023402,NaN,0.011074,0.085249,0.008776,


Burst Duration - Avg (s)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.278644,0.313915,0.299644,0.269947,0.252328,0.240424,0.206038,0.271660,
