Input File,Display Name,File Name
Baseline,B,Div19 H11 5th batch of gRNAs plate2 bicu 6 microM(000)(000).csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,Mean Firing Rate (Hz),0


Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.508198,7.566295,5.616281,8.029491,7.590281,6.112200,6.815114,6.347940,
B SEM,0.794623,0.899518,0.690536,1.038530,0.980080,0.642162,0.618108,0.934678,
B Replicates,5.077741,2.491455,8.207586,5.371613,1.761567,3.149854,3.104835,4.105877,
,6.225302,12.703835,2.424969,6.746978,6.615048,10.783660,3.830138,5.389329,
,8.508754,10.762818,6.414339,3.989579,15.223218,6.871822,8.343476,8.578783,
,6.263860,10.959775,6.397666,12.926011,9.781367,6.683827,5.347853,12.242393,
,14.386411,9.874323,3.870988,6.783660,9.676949,5.731763,5.641934,12.358900,
,4.979158,4.579408,0.177574,8.616715,8.996040,3.345977,8.686328,2.871822,
,7.986244,4.357649,5.392664,7.732597,4.645269,7.882451,8.171113,5.474364,
,7.353897,8.529804,5.844935,6.531680,7.002084,4.438516,4.791163,5.264277,
,5.892247,6.117132,8.425594,6.661734,4.601084,5.507086,8.273864,7.278658,
,5.920383,6.248020,7.154023,4.128387,8.131096,4.304919,8.805127,3.204460,
,11.103793,5.830346,6.324093,16.045852,8.754481,6.175698,7.559817,3.410796,
,6.400584,8.340975,6.760942,10.819091,5.895165,8.470821,9.225719,5.995623,


Number of Active Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.750000,7.916667,7.166667,7.916667,7.833333,7.750000,7.750000,7.833333,
B SEM,0.130558,0.083333,0.489795,0.083333,0.112367,0.130558,0.179435,0.112367,
B Replicates,8.000000,7.000000,7.000000,8.000000,8.000000,7.000000,8.000000,8.000000,
,8.000000,8.000000,7.000000,7.000000,8.000000,7.000000,7.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,6.000000,8.000000,
,8.000000,8.000000,2.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,8.000000,8.000000,8.000000,7.000000,7.000000,8.000000,7.000000,
,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,


Weighted Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.765051,7.595896,5.916567,8.109435,7.700356,6.371377,7.017431,6.483237,
B SEM,0.799115,0.884702,0.698879,1.032615,0.952200,0.744399,0.590951,0.931235,
B Replicates,5.077741,2.846662,9.379622,5.371613,1.761567,3.599595,3.104835,4.105877,
,6.225302,12.703835,2.771155,7.706306,6.615048,12.323468,4.377300,5.389329,
,8.508754,10.762818,6.414339,3.989579,15.223218,6.871822,8.343476,8.578783,
,7.158697,10.959775,6.397666,12.926011,9.781367,6.683827,5.347853,12.242393,
,14.386411,9.874323,4.423272,6.783660,9.676949,5.731763,7.522579,12.358900,
,4.979158,4.579408,0.689454,8.616715,8.996040,3.345977,8.686328,2.871822,
,9.125945,4.357649,5.392664,7.732597,5.308879,9.003037,8.171113,6.246889,
