Input File,Display Name,File Name
Baseline,B,DIV 19 LSL-Cas9-PVcre with fith batch of gRNAs plate1  10uM CNO(000)(000)_NeuralEventDetector_LFPneuralMetrics.csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,    Mean Firing Rate (Hz),0


    Number of Spikes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,9576.333333,19197.250000,16732.916667,12053.250000,13798.500000,12794.333333,13582.750000,9939.666667,
B SEM,3180.889575,3704.094438,4148.523102,1484.428250,3487.761841,3192.331338,1702.269101,2965.600686,
B Replicates,12207.000000,12705.000000,35726.000000,11853.000000,11172.000000,31850.000000,2668.000000,6370.000000,
,14406.000000,5322.000000,51670.000000,15568.000000,39245.000000,33339.000000,18375.000000,11215.000000,
,8227.000000,21889.000000,15261.000000,12008.000000,6665.000000,2908.000000,15034.000000,16147.000000,
,6578.000000,6678.000000,15754.000000,17361.000000,32818.000000,5023.000000,20697.000000,39206.000000,
,2339.000000,29501.000000,4055.000000,17050.000000,4114.000000,7699.000000,22339.000000,4277.000000,
,3102.000000,6357.000000,14007.000000,18267.000000,1863.000000,6330.000000,9801.000000,3823.000000,
,12194.000000,15479.000000,6651.000000,7537.000000,21510.000000,5338.000000,12970.000000,12645.000000,
,41755.000000,40441.000000,16482.000000,5445.000000,6990.000000,6928.000000,11199.000000,3354.000000,
,5993.000000,29399.000000,3584.000000,8156.000000,9643.000000,15651.000000,14545.000000,4014.000000,
,3372.000000,37878.000000,15647.000000,17572.000000,14757.000000,16453.000000,17498.000000,5241.000000,
,3546.000000,20412.000000,20390.000000,10384.000000,16154.000000,21403.000000,12881.000000,11510.000000,
,1197.000000,4306.000000,1568.000000,3438.000000,651.000000,610.000000,4986.000000,1474.000000,


    Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,1.995069,3.999427,3.486024,2.511094,2.874687,2.665486,2.829740,2.070764,
B SEM,0.662685,0.771686,0.864276,0.309256,0.726617,0.665069,0.354639,0.617834,
B Replicates,2.543125,2.646875,7.442917,2.469375,2.327500,6.635417,0.555833,1.327083,
,3.001250,1.108750,10.764583,3.243333,8.176042,6.945625,3.828125,2.336458,
,1.713958,4.560208,3.179375,2.501667,1.388542,0.605833,3.132083,3.363958,
,1.370417,1.391250,3.282083,3.616875,6.837083,1.046458,4.311875,8.167917,
,0.487292,6.146042,0.844792,3.552083,0.857083,1.603958,4.653958,0.891042,
,0.646250,1.324375,2.918125,3.805625,0.388125,1.318750,2.041875,0.796458,
,2.540417,3.224792,1.385625,1.570208,4.481250,1.112083,2.702083,2.634375,
,8.698958,8.425208,3.433750,1.134375,1.456250,1.443333,2.333125,0.698750,
,1.248542,6.124792,0.746667,1.699167,2.008958,3.260625,3.030208,0.836250,
,0.702500,7.891250,3.259792,3.660833,3.074375,3.427708,3.645417,1.091875,
,0.738750,4.252500,4.247917,2.163333,3.365417,4.458958,2.683542,2.397917,
,0.249375,0.897083,0.326667,0.716250,0.135625,0.127083,1.038750,0.307083,


    ISI Coefficient of Variation - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,8.149546,7.975343,8.840270,8.005509,7.013228,7.141493,6.227755,8.049127,
B SEM,0.679629,0.646628,0.558068,0.829518,0.301382,0.372235,0.284087,0.671267,
B Replicates,11.843064,5.124020,9.617568,4.658190,5.545897,5.654617,7.445660,7.823439,
,8.522142,7.442449,7.616979,7.907385,7.298609,7.911992,7.087886,5.414376,
,7.906641,5.744076,8.971241,6.444197,6.540852,6.842876,5.169346,7.309232,
,5.299401,9.064912,11.334926,7.558802,5.638327,9.229159,5.507794,7.997798,
,8.015642,6.455668,8.502866,13.142530,7.289880,6.682918,5.794399,8.432259,
